signature,n,denominator,share
test | tests | support_only | backend_agnostic,133,5649,0.023543990086741014
bugfix | production_code+tests | model_loading_layers | cpu,1,5649,0.0001770224818551956
performance | production_code | attention+model_implementation | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
build | build+ci+production_code+tests | model_loading_layers | amd_rocm+cpu+intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
feature | ci+documentation_examples+production_code | kernels_operators+quantization | intel_xpu,1,5649,0.0001770224818551956
bugfix | production_code+tests | other+speculative_decoding | backend_agnostic,1,5649,0.0001770224818551956
ci | production_code | kernels_operators | cpu,1,5649,0.0001770224818551956
refactor | production_code | lora | backend_agnostic,1,5649,0.0001770224818551956
performance | production_code | kernels_operators+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code+tests | lora+model_implementation+model_loading_layers+quantization | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
feature | build+production_code+tests | input_processing_multimodal | backend_agnostic,1,5649,0.0001770224818551956
feature | ci+production_code+tests | moe+quantization | cpu,1,5649,0.0001770224818551956
bugfix | production_code+tests | distributed_execution+kernels_operators+moe+speculative_decoding+worker_model_runner | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | attention+model_implementation+moe | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
performance | production_code+tests | attention+distributed_execution+kernels_operators+kv_cache_data_movement+model_implementation+moe+speculative_decoding | nvidia_cuda,1,5649,0.0001770224818551956
performance | production_code+tests | attention | amd_rocm,1,5649,0.0001770224818551956
bugfix | documentation_examples+production_code | compilation+model_implementation | nvidia_cuda,1,5649,0.0001770224818551956
performance | production_code | model_implementation+model_loading_layers+moe+speculative_decoding | amd_rocm,1,5649,0.0001770224818551956
performance | production_code | kernels_operators+speculative_decoding | backend_agnostic,1,5649,0.0001770224818551956
performance | production_code | model_implementation+moe | amd_rocm,1,5649,0.0001770224818551956
refactor | documentation_examples+production_code+tests | distributed_execution+engine+model_loading_layers+serving_api+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | build+production_code+tests | other | nvidia_cuda,1,5649,0.0001770224818551956
feature | documentation_examples+production_code | kernels_operators+moe | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | build | support_only | intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
feature | build+production_code+tests | input_processing_multimodal+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | kernels_operators+sampling+speculative_decoding | nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code | attention+model_implementation+model_loading_layers+moe+speculative_decoding | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | ci+production_code+tests | distributed_execution+model_implementation | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | build+ci+developer_tooling+documentation_examples+production_code+tests | attention+kernels_operators+moe+quantization | cpu,1,5649,0.0001770224818551956
bugfix | build+documentation_examples+production_code+tests | model_implementation | amd_rocm+intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
performance | production_code | moe+quantization | amd_rocm,1,5649,0.0001770224818551956
bugfix | ci+documentation_examples+production_code+tests | attention | amd_rocm,1,5649,0.0001770224818551956
other | documentation_examples+production_code+tests | input_processing_multimodal+model_implementation+moe | backend_agnostic,1,5649,0.0001770224818551956
build | production_code | kernels_operators | amd_rocm,1,5649,0.0001770224818551956
performance | benchmarks+build+production_code+tests | other | backend_agnostic,1,5649,0.0001770224818551956
performance | production_code | attention+kernels_operators+model_implementation | nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code+tests | compilation | intel_xpu,1,5649,0.0001770224818551956
maintenance | ci+documentation_examples+production_code+tests | input_processing_multimodal+model_implementation | amd_rocm+cpu+intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
performance | build+production_code+tests | device_platform+kernels_operators+model_loading_layers | cpu,1,5649,0.0001770224818551956
bugfix | production_code | kernels_operators+lora+moe | amd_rocm,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | attention+distributed_execution+kernels_operators | nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code+tests | attention+kernels_operators+model_implementation | nvidia_cuda,1,5649,0.0001770224818551956
performance | build+production_code | attention+compilation+kernels_operators+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
performance | ci+production_code+tests | distributed_execution | nvidia_cuda,1,5649,0.0001770224818551956
refactor | benchmarks+developer_tooling+production_code+tests | attention+configuration_shared_infrastructure+device_platform+kv_cache_data_movement+lora+model_implementation+model_loading_layers+moe+speculative_decoding+worker_model_runner | cpu+intel_xpu,1,5649,0.0001770224818551956
bugfix | production_code+tests | attention+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
refactor | production_code | kernels_operators | nvidia_cuda,1,5649,0.0001770224818551956
refactor | benchmarks+build+production_code+tests | configuration_shared_infrastructure | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code+tests | lora+model_loading_layers+moe | backend_agnostic,1,5649,0.0001770224818551956
performance | build+production_code+tests | kernels_operators+kv_cache_data_movement | cpu,1,5649,0.0001770224818551956
bugfix | ci+production_code+tests | attention | amd_rocm,1,5649,0.0001770224818551956
ci | ci+tests | support_only | intel_xpu,1,5649,0.0001770224818551956
feature | documentation_examples+production_code | attention+compilation+kernels_operators+model_implementation+model_loading_layers | nvidia_cuda,1,5649,0.0001770224818551956
build | build+developer_tooling | support_only | cpu,1,5649,0.0001770224818551956
bugfix | ci+production_code+tests | device_platform+worker_model_runner | cpu+intel_xpu,1,5649,0.0001770224818551956
refactor | developer_tooling+production_code+tests | configuration_shared_infrastructure+device_platform+model_implementation+speculative_decoding+worker_model_runner | cpu+intel_xpu,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | kv_cache_data_movement | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code+tests | compilation | intel_xpu,1,5649,0.0001770224818551956
bugfix | production_code | configuration_shared_infrastructure+scheduler | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code | attention+distributed_execution | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code+tests | worker_model_runner | amd_rocm,1,5649,0.0001770224818551956
build | build+tests | support_only | amd_rocm+cpu+intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
performance | production_code | attention+kernels_operators+kv_cache_data_movement+worker_model_runner | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
build | build+production_code+tests | kernels_operators+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
refactor | build+production_code+tests | serving_api | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code+tests | engine+serving_api | cpu,1,5649,0.0001770224818551956
feature | production_code+tests | attention+serving_api | backend_agnostic,1,5649,0.0001770224818551956
performance | production_code+tests | attention+distributed_execution+kernels_operators+serving_api | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | build+production_code | input_processing_multimodal | backend_agnostic,1,5649,0.0001770224818551956
bugfix | benchmarks+production_code+tests | distributed_execution+engine+kv_cache_data_movement+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
ci | developer_tooling+production_code | other | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code+tests | compilation+worker_model_runner | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | benchmarks+developer_tooling+documentation_examples+production_code+tests | compilation+configuration_shared_infrastructure+device_platform+distributed_execution+kernels_operators+moe+quantization+sampling+worker_model_runner | amd_rocm+intel_xpu,1,5649,0.0001770224818551956
performance | production_code+tests | distributed_execution | backend_agnostic,1,5649,0.0001770224818551956
feature | build+production_code | input_processing_multimodal+model_implementation | backend_agnostic,1,5649,0.0001770224818551956
feature | build+documentation_examples+production_code+tests | input_processing_multimodal+model_implementation | backend_agnostic,1,5649,0.0001770224818551956
feature | documentation_examples+production_code | attention+model_implementation | backend_agnostic,1,5649,0.0001770224818551956
feature | ci+documentation_examples+tests | support_only | amd_rocm,1,5649,0.0001770224818551956
bugfix | production_code+tests | attention+kernels_operators+quantization | intel_xpu,1,5649,0.0001770224818551956
refactor | benchmarks+ci+documentation_examples+production_code+tests | distributed_execution+kernels_operators+lora+moe+quantization | amd_rocm+intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
test | ci+production_code+tests | compilation | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | ci+production_code+tests | distributed_execution | cpu,1,5649,0.0001770224818551956
performance | benchmarks | support_only | other,1,5649,0.0001770224818551956
bugfix | developer_tooling | support_only | cpu,1,5649,0.0001770224818551956
bugfix | production_code | other+serving_api | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code+tests | engine+scheduler+serving_api | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code | attention+compilation+speculative_decoding+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code | kernels_operators+sampling | backend_agnostic,1,5649,0.0001770224818551956
performance | production_code | compilation+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
feature | build+production_code | device_platform+kv_cache_data_movement | intel_xpu,1,5649,0.0001770224818551956
bugfix | production_code | compilation+model_implementation | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | compilation+kv_cache_data_movement | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code | compilation+distributed_execution+speculative_decoding+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
feature | benchmarks | support_only | intel_xpu,1,5649,0.0001770224818551956
documentation | documentation_examples+production_code | compilation | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code | attention | amd_rocm,1,5649,0.0001770224818551956
performance | production_code+tests | compilation+kernels_operators+model_implementation | backend_agnostic,1,5649,0.0001770224818551956
test | developer_tooling+tests | support_only | amd_rocm,1,5649,0.0001770224818551956
feature | production_code+tests | input_processing_multimodal+sampling+serving_api | amd_rocm,1,5649,0.0001770224818551956
bugfix | ci+production_code+tests | kv_cache_data_movement+speculative_decoding+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | build+documentation_examples+production_code+tests | attention | amd_rocm,1,5649,0.0001770224818551956
performance | production_code | reliability_observability | backend_agnostic,1,5649,0.0001770224818551956
bugfix | ci+production_code+tests | distributed_execution+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code | distributed_execution+serving_api+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
feature | build | support_only | cpu,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | attention+compilation+kernels_operators+model_implementation+model_loading_layers | backend_agnostic,1,5649,0.0001770224818551956
documentation | documentation_examples+production_code | serving_api | backend_agnostic,1,5649,0.0001770224818551956
ci | ci+developer_tooling+documentation_examples+production_code+tests | configuration_shared_infrastructure | backend_agnostic,1,5649,0.0001770224818551956
refactor | documentation_examples+production_code+tests | attention+device_platform | amd_rocm,1,5649,0.0001770224818551956
bugfix | benchmarks+production_code+tests | input_processing_multimodal+model_implementation | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code+tests | reliability_observability+serving_api | backend_agnostic,1,5649,0.0001770224818551956
refactor | benchmarks+developer_tooling+documentation_examples+production_code+tests | device_platform+distributed_execution+kernels_operators+moe+quantization+worker_model_runner | intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
maintenance | production_code | compilation+configuration_shared_infrastructure+input_processing_multimodal | backend_agnostic,1,5649,0.0001770224818551956
performance | production_code | kernels_operators | cpu,1,5649,0.0001770224818551956
feature | production_code+tests | lora+model_implementation | backend_agnostic,1,5649,0.0001770224818551956
ci | production_code | serving_api | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code | device_platform+distributed_execution | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
refactor | production_code | kernels_operators+speculative_decoding+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code+tests | distributed_execution | nvidia_cuda,1,5649,0.0001770224818551956
ci | ci+developer_tooling+production_code+tests | attention+compilation+distributed_execution+engine+kv_cache_data_movement+moe+sampling+speculative_decoding | nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code | worker_model_runner | intel_xpu,1,5649,0.0001770224818551956
feature | ci+developer_tooling+documentation_examples+production_code+tests | distributed_execution | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | model_implementation+model_loading_layers | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code+tests | compilation+distributed_execution+speculative_decoding+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | attention+distributed_execution+model_implementation+model_loading_layers+moe+speculative_decoding | amd_rocm,1,5649,0.0001770224818551956
maintenance | developer_tooling+documentation_examples | support_only | nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code+tests | attention+device_platform+kernels_operators+model_implementation | nvidia_cuda,1,5649,0.0001770224818551956
documentation | benchmarks+ci+documentation_examples+production_code | model_implementation | backend_agnostic,1,5649,0.0001770224818551956
performance | production_code+tests | lora+moe | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code+tests | attention+kv_cache_data_movement | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code | distributed_execution | google_tpu,1,5649,0.0001770224818551956
performance | production_code | distributed_execution | nvidia_cuda,1,5649,0.0001770224818551956
maintenance | build+ci+developer_tooling+documentation_examples+production_code+tests | distributed_execution+kernels_operators+moe+quantization | nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code | model_loading_layers+quantization | nvidia_cuda,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | attention+compilation+kv_cache_data_movement+model_implementation+speculative_decoding+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code | attention+speculative_decoding+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code | compilation+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code | kernels_operators+lora+moe | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code+tests | sampling+speculative_decoding | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code | quantization | amd_rocm,1,5649,0.0001770224818551956
refactor | benchmarks+production_code | engine+model_implementation+quantization | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code | moe | cpu+intel_xpu,1,5649,0.0001770224818551956
feature | production_code | kv_cache_data_movement+scheduler | cpu,1,5649,0.0001770224818551956
feature | benchmarks+build | support_only | backend_agnostic,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | attention+kernels_operators+kv_cache_data_movement+model_implementation+model_loading_layers+moe | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code+tests | kernels_operators+lora+moe | intel_xpu,1,5649,0.0001770224818551956
bugfix | production_code | device_platform+speculative_decoding | intel_xpu,1,5649,0.0001770224818551956
feature | production_code | kernels_operators+quantization | cpu,1,5649,0.0001770224818551956
performance | production_code | attention+kv_cache_data_movement | nvidia_cuda,1,5649,0.0001770224818551956
test | production_code+tests | compilation | backend_agnostic,1,5649,0.0001770224818551956
ci | ci | support_only | other,1,5649,0.0001770224818551956
feature | benchmarks+documentation_examples+production_code | reliability_observability+serving_api | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code+tests | configuration_shared_infrastructure | nvidia_cuda,1,5649,0.0001770224818551956
ci | developer_tooling+production_code | configuration_shared_infrastructure | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
performance | production_code | attention+compilation+kv_cache_data_movement | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code+tests | compilation+kernels_operators+lora | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code | reliability_observability+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
bugfix | developer_tooling | support_only | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code | attention+compilation+distributed_execution+model_implementation | backend_agnostic,1,5649,0.0001770224818551956
feature | build+production_code+tests | kernels_operators+moe+quantization | nvidia_cuda,1,5649,0.0001770224818551956
build | build+tests | support_only | amd_rocm,1,5649,0.0001770224818551956
feature | build+ci+developer_tooling+documentation_examples+production_code | attention+compilation+kernels_operators | nvidia_cuda,1,5649,0.0001770224818551956
feature | documentation_examples+production_code | attention | amd_rocm,1,5649,0.0001770224818551956
bugfix | production_code+tests | attention+kernels_operators+kv_cache_data_movement+model_implementation | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
performance | production_code+tests | kernels_operators+lora+moe | nvidia_cuda,1,5649,0.0001770224818551956
maintenance | production_code+tests | input_processing_multimodal+model_implementation+serving_api | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code | attention+kernels_operators | nvidia_cuda,1,5649,0.0001770224818551956
feature | ci+documentation_examples+production_code+tests | engine+input_processing_multimodal | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code+tests | kernels_operators+model_loading_layers | amd_rocm,1,5649,0.0001770224818551956
maintenance | benchmarks+documentation_examples+production_code | other | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code | configuration_shared_infrastructure+device_platform | amd_rocm,1,5649,0.0001770224818551956
bugfix | production_code | distributed_execution+worker_model_runner | cpu,1,5649,0.0001770224818551956
feature | ci+production_code+tests | compilation+device_platform+distributed_execution+engine+moe+worker_model_runner | amd_rocm+cpu+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | benchmarks+documentation_examples+production_code | other | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code | compilation+input_processing_multimodal+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code | kernels_operators+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
performance | production_code | compilation+moe | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code | model_implementation+serving_api | nvidia_cuda,1,5649,0.0001770224818551956
feature | build+documentation_examples+production_code+tests | model_loading_layers | amd_rocm,1,5649,0.0001770224818551956
bugfix | build+production_code | input_processing_multimodal | cpu,1,5649,0.0001770224818551956
feature | build+documentation_examples+production_code+tests | model_loading_layers | cpu+nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code | kernels_operators+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | build+production_code | input_processing_multimodal+serving_api | backend_agnostic,1,5649,0.0001770224818551956
feature | build+production_code | input_processing_multimodal | amd_rocm,1,5649,0.0001770224818551956
bugfix | developer_tooling+production_code+tests | configuration_shared_infrastructure+input_processing_multimodal+serving_api | cpu,1,5649,0.0001770224818551956
bugfix | build+ci+documentation_examples+production_code+tests | device_platform+kernels_operators+worker_model_runner | cpu,1,5649,0.0001770224818551956
bugfix | production_code | attention+compilation+model_implementation+moe | nvidia_cuda,1,5649,0.0001770224818551956
refactor | production_code+tests | model_implementation+speculative_decoding+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code+tests | model_loading_layers+quantization | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code | compilation+kernels_operators+quantization | amd_rocm,1,5649,0.0001770224818551956
bugfix | production_code | model_implementation+quantization | amd_rocm,1,5649,0.0001770224818551956
feature | production_code+tests | distributed_execution+engine+kernels_operators+moe | nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code | compilation+device_platform+lora | intel_xpu,1,5649,0.0001770224818551956
performance | production_code+tests | attention+compilation | amd_rocm,1,5649,0.0001770224818551956
feature | benchmarks+documentation_examples+production_code+tests | model_implementation+model_loading_layers | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code | kernels_operators+sampling+speculative_decoding | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code | moe+quantization | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
refactor | documentation_examples+production_code+tests | kernels_operators+moe | amd_rocm+intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
performance | benchmarks+build+production_code | attention | nvidia_cuda,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | attention+kernels_operators | nvidia_cuda,1,5649,0.0001770224818551956
ci | production_code | input_processing_multimodal+serving_api | backend_agnostic,1,5649,0.0001770224818551956
refactor | benchmarks+developer_tooling+documentation_examples+production_code+tests | attention+device_platform+distributed_execution+kv_cache_data_movement+model_loading_layers+moe+worker_model_runner | amd_rocm+intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
ci | developer_tooling+production_code+tests | input_processing_multimodal | backend_agnostic,1,5649,0.0001770224818551956
performance | production_code+tests | kernels_operators+model_implementation | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code+tests | kernels_operators+lora+quantization | nvidia_cuda,1,5649,0.0001770224818551956
refactor | production_code+tests | compilation+kernels_operators | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code | attention+quantization | amd_rocm,1,5649,0.0001770224818551956
feature | benchmarks+documentation_examples+production_code+tests | input_processing_multimodal+model_implementation+serving_api | backend_agnostic,1,5649,0.0001770224818551956
performance | developer_tooling+documentation_examples+production_code | attention+device_platform | nvidia_cuda,1,5649,0.0001770224818551956
other | production_code | quantization | backend_agnostic,1,5649,0.0001770224818551956
bugfix | benchmarks+production_code+tests | attention+kernels_operators+moe+quantization | cpu,1,5649,0.0001770224818551956
performance | benchmarks+developer_tooling+documentation_examples+production_code+tests | distributed_execution+input_processing_multimodal+serving_api | nvidia_cuda,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | lora+serving_api | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code | attention+configuration_shared_infrastructure+lora | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code+tests | compilation+kernels_operators+quantization | nvidia_cuda,1,5649,0.0001770224818551956
performance | benchmarks | support_only | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code+tests | kernels_operators+quantization | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code | kernels_operators+kv_cache_data_movement | backend_agnostic,1,5649,0.0001770224818551956
feature | build+production_code+tests | compilation+device_platform+model_loading_layers | cpu,1,5649,0.0001770224818551956
bugfix | documentation_examples+production_code | compilation+model_implementation | backend_agnostic,1,5649,0.0001770224818551956
performance | production_code | attention+kernels_operators+sampling+speculative_decoding | nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code+tests | attention+kv_cache_data_movement | backend_agnostic,1,5649,0.0001770224818551956
build | production_code | kernels_operators | nvidia_cuda,1,5649,0.0001770224818551956
refactor | benchmarks+developer_tooling+production_code+tests | configuration_shared_infrastructure+model_loading_layers+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code | distributed_execution+model_implementation | backend_agnostic,1,5649,0.0001770224818551956
build | build+ci+developer_tooling+documentation_examples | support_only | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code+tests | attention+speculative_decoding | backend_agnostic,1,5649,0.0001770224818551956
performance | production_code+tests | model_loading_layers+moe | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code+tests | device_platform+kv_cache_data_movement | amd_rocm,1,5649,0.0001770224818551956
performance | documentation_examples+production_code+tests | distributed_execution+kernels_operators+moe+quantization | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | build+production_code | serving_api | amd_rocm,1,5649,0.0001770224818551956
performance | production_code | kernels_operators+model_implementation | intel_xpu,1,5649,0.0001770224818551956
bugfix | documentation_examples+production_code | attention | amd_rocm+cpu+intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
refactor | production_code+tests | model_implementation+serving_api | backend_agnostic,1,5649,0.0001770224818551956
maintenance | production_code | distributed_execution | backend_agnostic,1,5649,0.0001770224818551956
bugfix | documentation_examples+production_code+tests | distributed_execution+engine+serving_api | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code | attention+kernels_operators+kv_cache_data_movement+scheduler+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
performance | production_code+tests | engine+serving_api+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code | compilation+distributed_execution+kernels_operators+kv_cache_data_movement+speculative_decoding+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
refactor | production_code | speculative_decoding | backend_agnostic,1,5649,0.0001770224818551956
refactor | documentation_examples+production_code | compilation | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code+tests | compilation | backend_agnostic,1,5649,0.0001770224818551956
bugfix | documentation_examples+production_code+tests | attention | amd_rocm,1,5649,0.0001770224818551956
performance | benchmarks+ci+production_code+tests | attention+kernels_operators | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
performance | benchmarks+production_code+tests | kernels_operators+kv_cache_data_movement | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
refactor | production_code+tests | attention+configuration_shared_infrastructure+device_platform+engine+worker_model_runner | amd_rocm+cpu+intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code+tests | attention+model_implementation | ascend_npu+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code+tests | attention+device_platform | nvidia_cuda,1,5649,0.0001770224818551956
maintenance | documentation_examples+production_code | device_platform+engine+input_processing_multimodal | backend_agnostic,1,5649,0.0001770224818551956
performance | production_code+tests | attention+kernels_operators+model_implementation | backend_agnostic,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | input_processing_multimodal+sampling+serving_api | backend_agnostic,1,5649,0.0001770224818551956
refactor | production_code+tests | input_processing_multimodal+serving_api | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
refactor | ci+documentation_examples+production_code+tests | configuration_shared_infrastructure | amd_rocm+cpu+intel_xpu+nvidia_cuda+other,1,5649,0.0001770224818551956
build | build+documentation_examples | support_only | amd_rocm+nvidia_cuda,1,5649,0.0001770224818551956
ci | ci+developer_tooling+documentation_examples | support_only | backend_agnostic,1,5649,0.0001770224818551956
feature | production_code | input_processing_multimodal+serving_api | cpu,1,5649,0.0001770224818551956
feature | developer_tooling+documentation_examples+production_code+tests | attention+model_implementation+quantization | nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code+tests | compilation+speculative_decoding+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
feature | documentation_examples+production_code+tests | attention+distributed_execution+model_implementation+model_loading_layers+moe | backend_agnostic,1,5649,0.0001770224818551956
maintenance | benchmarks+documentation_examples+production_code+tests | kv_cache_data_movement+serving_api | other,1,5649,0.0001770224818551956
feature | production_code | input_processing_multimodal+model_implementation+serving_api | backend_agnostic,1,5649,0.0001770224818551956
feature | benchmarks+developer_tooling+production_code | distributed_execution+kernels_operators+kv_cache_data_movement+model_implementation | intel_xpu+nvidia_cuda,1,5649,0.0001770224818551956
bugfix | production_code+tests | kernels_operators | backend_agnostic,1,5649,0.0001770224818551956
bugfix | production_code | engine+reliability_observability | backend_agnostic,1,5649,0.0001770224818551956
performance | production_code | distributed_execution+kernels_operators+worker_model_runner | backend_agnostic,1,5649,0.0001770224818551956
feature | benchmarks+build+documentation_examples | support_only | cpu,1,5649,0.0001770224818551956
performance | documentation_examples+production_code+tests | serving_api | backend_agnostic,1,5649,0.0001770224818551956
bugfix | ci+production_code | distributed_execution+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
refactor | production_code+tests | kernels_operators | nvidia_cuda,1,5649,0.0001770224818551956
performance | developer_tooling | support_only | backend_agnostic,1,5649,0.0001770224818551956
feature | ci+production_code | attention+compilation+model_implementation+worker_model_runner | nvidia_cuda,1,5649,0.0001770224818551956
refactor | production_code | engine+kv_cache_data_movement+scheduler | backend_agnostic,1,5649,0.0001770224818551956
bugfix | ci+production_code+tests | kernels_operators+quantization | nvidia_cuda,1,5649,0.0001770224818551956
feature | production_code+tests | attention+kernels_operators+kv_cache_data_movement | nvidia_cuda,1,5649,0.0001770224818551956
ci | developer_tooling+production_code+tests | distributed_execution+engine+input_processing_multimodal+kv_cache_data_movement+lora+model_implementation+sampling | backend_agnostic,1,5649,0.0001770224818551956
